Method,Pos. distr.,Period distr., Map size, ED, Dens, Max. SF, GW, Channels, Coverage, Avg. UF, Elapsed, Iters, Exit cond.
Random,Uniform,Hard,2000,200,0.00,10,130,1,100.00,0.00,12653,1877,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,211,1,100.00,0.00,31418,1689,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,226,1,100.00,0.00,34542,1845,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,308,1,100.00,0.00,83755,2252,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,318,1,100.00,0.00,101175,2616,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,364,1,100.00,0.01,215194,3016,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,411,1,100.00,0.00,288875,3815,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,469,1,100.00,0.01,792669,4137,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,477,1,100.00,0.01,804008,4192,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,459,1,100.00,0.02,1336565,3441,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,498,1,100.00,0.02,1542780,3862,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,522,1,100.00,0.04,2906247,3560,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,547,1,100.00,0.03,3183680,3845,Max. coverage
Random,Uniform,Hard,2000,50000,0.01,10,503,1,100.00,0.10,4587341,2239,Max. coverage
Random,Uniform,Hard,2000,50000,0.01,10,520,1,100.00,0.09,5164763,2434,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,600,4,100.00,0.16,5221513,1103,Max. coverage
Springs,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,0,43,Max. coverage
Springs,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,0,46,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,1,48,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,2,52,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,3,1,100.00,0.02,5,51,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,7,66,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,13,64,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,13,62,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,26,56,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,34,70,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,7,2,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,13,6,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,7,7,100.00,0.14,198,37,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,8,7,100.00,0.12,246,47,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,11,9,100.00,0.17,292,20,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,11,8,100.00,0.17,346,25,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,11,20,15,100.00,0.24,978,13,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,80,5,100.00,0.12,713,0,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,1,39,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,5,1,100.00,0.00,4,51,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,8,46,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,6,1,100.00,0.02,30,66,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,4,2,100.00,0.05,37,46,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,6,4,100.00,0.08,83,22,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,9,5,100.00,0.11,610,55,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,13,10,100.00,0.15,1596,45,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,10,22,8,100.00,0.22,5453,82,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,80,8,100.00,0.12,3293,7,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,4,1,100.00,0.00,1,44,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,4,1,100.00,0.01,3,42,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,7,40,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,5,1,100.00,0.02,23,57,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,11,22,15,100.00,0.22,4739,30,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,4,2,100.00,0.05,37,48,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,7,5,100.00,0.07,112,31,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,10,7,100.00,0.10,704,63,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,8,100.00,0.12,1094,0,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,24,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,39,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,4,1,100.00,0.02,5,55,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,5,1,100.00,0.03,19,79,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,7,1,100.00,0.04,55,91,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,9,4,100.00,0.08,115,54,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,13,5,100.00,0.12,260,41,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,17,8,100.00,0.18,581,31,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,15,8,100.00,0.13,2180,62,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,35,12,100.00,0.22,5868,68,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,11,24,14,100.00,0.20,7839,51,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,65,15,100.00,0.23,2871,7,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,3,1,100.00,0.01,1,35,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,4,1,100.00,0.01,3,47,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,8,1,100.00,0.01,22,85,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,11,1,100.00,0.01,85,130,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,14,1,100.00,0.02,243,155,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,6,100.00,0.12,721,0,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,22,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,39,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,5,1,100.00,0.02,10,88,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,6,1,100.00,0.03,23,90,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,6,2,100.00,0.05,41,73,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,9,5,100.00,0.08,119,55,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,12,5,100.00,0.13,155,24,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,17,4,100.00,0.04,841,141,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,21,7,100.00,0.14,1477,74,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,20,4,100.00,0.08,1836,116,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,33,14,100.00,0.23,3252,36,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,25,8,100.00,0.12,5100,111,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,67,9,100.00,0.23,8507,26,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,21,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,5,1,100.00,0.01,3,47,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,10,1,100.00,0.01,37,118,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,11,1,100.00,0.01,79,120,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,13,1,100.00,0.02,219,143,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,18,1,100.00,0.04,950,154,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,21,5,100.00,0.07,2182,133,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,29,7,100.00,0.10,7212,157,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,41,14,100.00,0.18,23882,123,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,36,12,100.00,0.21,13386,68,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,65,11,100.00,0.23,9255,15,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,77,1,100.00,0.00,3028,2839,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,74,1,100.00,0.00,198,176,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,132,1,100.00,0.00,104,17,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,147,1,100.00,0.01,274,22,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,139,1,100.00,0.01,7426,561,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,145,1,100.00,0.03,21518,605,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,74,8,100.00,0.20,74432,111,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,48,1,100.00,0.00,70,200,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,75,1,100.00,0.00,251,204,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,139,1,100.00,0.00,81,13,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,192,1,100.00,0.05,40617,504,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,159,1,100.00,0.01,1415,164,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,129,1,100.00,0.02,6957,480,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,204,2,100.00,0.09,14794,64,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,189,1,100.00,0.03,38944,1090,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,155,1,100.00,0.06,8411,95,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,206,2,100.00,0.09,19164,90,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,303,6,100.00,0.16,33728,43,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,311,4,100.00,0.15,94484,131,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,500,5,100.00,0.19,8675,2,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,66,1,100.00,0.00,2987,1211,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,500,5,100.00,0.19,21716,8,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,118,1,100.00,0.00,12119,1789,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,76,1,100.00,0.00,4361,1631,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,125,1,100.00,0.00,11957,1849,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,235,1,100.00,0.00,40170,2151,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,232,1,100.00,0.00,34532,1881,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,332,1,100.00,0.00,99010,2612,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,334,1,100.00,0.00,99357,2592,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,602,3,100.00,0.16,5401028,1135,Timeout
Random,Uniform,Hard,2000,2000,0.00,10,385,1,100.00,0.01,255733,3416,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,395,1,100.00,0.00,266659,3531,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,471,1,100.00,0.01,803697,4182,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,484,1,100.00,0.01,829217,4310,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,476,1,100.00,0.02,1426645,3633,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,509,1,100.00,0.02,1605730,4013,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,506,1,100.00,0.04,2770778,3384,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,536,1,100.00,0.04,3042781,3709,Max. coverage
Random,Uniform,Hard,2000,50000,0.01,10,529,2,100.00,0.09,5400909,2532,Timeout
Random,Uniform,Hard,2000,50000,0.01,10,531,3,99.99,0.09,5400320,2548,Timeout
Random,Uniform,Hard,2000,100000,0.03,8,587,4,100.00,0.16,4572666,969,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,603,5,100.00,0.16,5402700,1135,Timeout
