ID,X,Y,Channel,UF,Connected EDs
528,-419.20,-485.19,1600,1017,88.27,8
529,-462.59,-230.76,800,1000,95.73,8
530,235.15,-470.99,320,1010,85.85,8
531,400.16,-459.24,400,1016,63.84,8
532,244.06,-232.43,800,1013,97.74,8
533,32.65,-64.78,320,1024,108.12,8
534,79.49,-408.69,800,1025,103.11,8
535,178.35,426.36,320,1015,55.44,7
536,122.21,-112.99,400,1013,73.15,8
537,-303.57,-350.12,320,1002,96.86,8
538,180.17,-269.32,320,1013,102.32,8
539,392.82,-231.92,1600,1003,5.11,7
540,-285.20,-496.77,1600,1017,136.35,9
541,-353.86,403.39,1600,1018,74.79,8
542,157.52,147.45,800,1005,77.92,8
543,484.20,-319.90,320,1016,107.06,8
544,452.07,259.59,320,1022,114.85,8
545,-166.17,-62.06,320,1001,62.96,8
546,-321.69,-439.84,800,1017,72.82,8
547,362.15,-243.42,800,1003,36.27,7
548,168.47,436.75,400,1015,68.09,8
549,-10.40,329.57,320,1020,96.29,8
550,79.97,-455.63,320,1009,116.25,8
551,199.34,-309.50,320,1010,81.69,8
552,359.48,348.02,800,1014,104.08,8
553,-212.82,332.22,400,1019,82.01,8
554,-349.90,284.29,800,1018,57.03,7
555,-395.67,-381.87,320,1017,24.43,7
556,484.93,-203.56,320,1003,93.40,8
557,-247.47,-341.41,1600,1002,46.74,7
558,170.02,327.06,1600,1015,105.03,8
559,-181.81,-183.35,320,1001,68.76,8
560,-265.56,396.62,320,1019,14.67,7
561,-346.08,95.96,1600,1006,65.48,8
562,476.80,-44.56,1600,1027,73.32,8
563,-52.88,242.62,320,1020,97.56,8
564,-402.46,392.72,400,1018,63.92,8
565,7.56,497.05,400,1026,50.63,7
566,-144.49,481.98,1600,1026,117.59,8
567,-236.38,-265.49,1600,1002,105.05,8
568,-71.69,404.54,1600,1008,56.74,7
569,29.75,-277.27,800,1025,58.58,7
570,-39.23,-42.83,1600,1021,81.84,8
571,-63.85,111.09,320,1021,74.38,8
572,102.03,87.89,800,1005,54.22,7
573,115.94,-464.99,1600,1010,114.83,8
574,-37.93,-367.44,320,1025,59.42,7
575,-407.51,140.11,320,1006,13.44,7
576,341.04,495.62,320,1014,70.80,8
577,386.03,-240.76,1600,1003,16.09,7
578,-410.39,187.55,1600,1006,49.79,7
579,-379.76,-282.70,800,1000,66.13,8
580,-32.47,178.07,400,1020,105.52,8
581,211.43,-385.78,800,1010,9.28,7
582,51.30,216.25,320,1020,34.83,7
583,346.61,-167.82,320,1003,76.24,8
584,384.54,294.25,1600,1022,81.60,8
585,315.20,386.74,400,1015,87.05,8
586,242.90,227.78,400,1022,100.00,8
587,152.59,113.81,320,1005,44.16,7
588,296.79,203.42,400,1022,50.48,7
589,345.53,323.66,320,1022,99.59,8
590,-383.01,-208.81,400,1000,17.63,7
591,345.63,-497.38,400,1016,119.49,8
592,-314.64,53.92,800,1007,110.90,8
593,-387.01,-99.46,400,1007,72.13,8
594,-424.38,-214.92,400,1000,56.68,7
595,-329.18,-399.72,800,1017,55.95,7
